resource_type,grade_level,poverty_level,school_state,date_posted,total_donations
Other,Grades 3-5,highest poverty,KY,2010-08-15,75.0
Technology,Grades 6-8,high poverty,MD,2010-12-07,50.0
Supplies,Grades 6-8,highest poverty,TN,2011-02-12,25.0
Trips,Grades 9-12,highest poverty,NY,2012-03-06,5.0
Technology,Grades 9-12,highest poverty,MO,2010-01-15,57.45
Technology,Grades 3-5,highest poverty,TX,2006-09-18,612.95
Technology,Grades 6-8,highest poverty,CA,2009-10-02,100.0
Technology,Grades 3-5,highest poverty,SC,2011-03-09,3.0
Technology,Grades 3-5,highest poverty,CA,2012-05-10,30.0
Technology,Grades 3-5,highest poverty,FL,2011-03-21,15.0
Supplies,Grades 3-5,highest poverty,LA,2010-08-31,50.0
Technology,Grades 3-5,high poverty,CA,2012-11-11,50.0
Technology,Grades 6-8,high poverty,OR,2012-12-13,20.0
Supplies,Grades 9-12,highest poverty,TX,2010-05-22,5.0
Other,Grades 9-12,highest poverty,CA,2011-01-08,10.0
Supplies,Grades PreK-2,highest poverty,IL,2012-10-02,100.0
Supplies,Grades 6-8,highest poverty,IN,2012-09-21,20.0
Books,Grades 6-8,high poverty,NY,2010-06-08,10.0
Supplies,Grades PreK-2,highest poverty,PA,2012-09-26,5.0
Supplies,Grades PreK-2,high poverty,CA,2012-08-20,25.0
Technology,Grades 3-5,high poverty,OK,2013-09-15,120.61
Books,Grades 3-5,highest poverty,FL,2013-07-06,1.0
Technology,Grades PreK-2,high poverty,CO,2013-07-06,100.0
Supplies,Grades 3-5,highest poverty,LA,2007-08-23,1251.18
Books,Grades 9-12,highest poverty,TN,2011-02-14,25.0
Technology,Grades 9-12,highest poverty,CA,2012-02-12,250.0
Technology,Grades 3-5,highest poverty,IL,2013-10-12,25.0
Supplies,Grades 3-5,highest poverty,PA,2013-11-28,25.0
Technology,Grades 9-12,highest poverty,MA,2011-08-20,20.0
Technology,Grades 3-5,moderate poverty,MA,2010-10-06,100.0
Supplies,Grades 9-12,highest poverty,CA,2009-02-17,1.0
Supplies,Grades 9-12,highest poverty,NJ,2008-02-04,72.94
Other,Grades PreK-2,low poverty,CA,2012-08-11,25.0
Technology,Grades 6-8,highest poverty,MN,2012-04-13,52.05
Supplies,Grades PreK-2,highest poverty,AZ,2009-12-30,25.0
Books,Grades 9-12,high poverty,FL,2010-12-22,50.0
Supplies,Grades 6-8,highest poverty,NY,2011-11-29,5.0
Technology,Grades PreK-2,highest poverty,KS,2010-11-09,15.0
Other,Grades 3-5,highest poverty,MA,2013-08-21,10.0
Technology,Grades PreK-2,high poverty,CA,2011-12-08,15.0
Technology,Grades 3-5,high poverty,CA,2012-01-28,15.0
Other,Grades 3-5,high poverty,TN,2012-10-05,100.0
Technology,Grades 6-8,highest poverty,CO,2012-12-22,1.0
Supplies,Grades 3-5,moderate poverty,NC,2013-09-22,25.0
Technology,Grades PreK-2,highest poverty,PA,2010-11-11,10.0
Other,Grades PreK-2,high poverty,CA,2012-01-20,25.0
Technology,Grades PreK-2,highest poverty,FL,2013-11-02,20.0
Technology,Grades 9-12,high poverty,CA,2012-01-05,210.54
Supplies,Grades 3-5,highest poverty,WI,2013-07-04,10.0
Supplies,Grades 3-5,moderate poverty,UT,2007-10-08,70.41
Supplies,Grades PreK-2,high poverty,NC,2010-08-02,7.84
Other,Grades PreK-2,highest poverty,CA,2011-12-27,10.0
Technology,Grades 3-5,high poverty,TX,2006-03-08,663.64
Technology,Grades PreK-2,highest poverty,NY,2013-05-26,1.0
Books,Grades 3-5,moderate poverty,CA,2012-01-08,15.0
Other,Grades 6-8,highest poverty,IL,2010-02-21,25.0
Supplies,Grades PreK-2,highest poverty,NY,2012-08-24,100.0
Supplies,Grades PreK-2,highest poverty,TX,2011-10-15,80.51
Supplies,Grades PreK-2,highest poverty,MO,2011-08-10,25.0
Supplies,Grades PreK-2,highest poverty,IL,2013-08-15,686.08
Books,Grades PreK-2,highest poverty,NY,2008-02-04,50.0
Supplies,Grades 3-5,highest poverty,NY,2009-08-15,195.84
Technology,Grades 6-8,highest poverty,CA,2012-01-29,10.0
Supplies,Grades 9-12,high poverty,CA,2009-10-09,9.87
Supplies,Grades PreK-2,highest poverty,FL,2011-07-23,100.0
Books,Grades 3-5,high poverty,VA,2010-12-05,15.0
Books,Grades 3-5,low poverty,CA,2013-12-14,207.29
Supplies,Grades 9-12,high poverty,NC,2009-05-06,947.06
Technology,Grades PreK-2,moderate poverty,VA,2013-07-16,100.0
Supplies,Grades 3-5,high poverty,MD,2012-09-30,50.0
Technology,Grades 6-8,high poverty,GA,2013-11-20,10.0
Technology,Grades 9-12,highest poverty,NY,2011-01-11,500.0
Books,Grades 6-8,highest poverty,OR,2010-03-15,1.0
Other,Grades 3-5,highest poverty,RI,2013-07-01,10.0
Technology,Grades 6-8,highest poverty,CA,2011-11-25,396.68
Technology,Grades PreK-2,highest poverty,CA,2012-01-07,10.0
Books,Grades 9-12,highest poverty,KS,2010-12-05,15.0
Technology,Grades 9-12,highest poverty,CA,2007-11-07,20.0
Technology,Grades PreK-2,high poverty,CA,2013-08-13,20.0
Supplies,Grades 3-5,high poverty,AZ,2013-11-20,1.0
Supplies,Grades PreK-2,highest poverty,IL,2013-04-14,5.0
Supplies,Grades 6-8,high poverty,AR,2013-12-18,2.0
Supplies,Grades 6-8,highest poverty,NY,2013-11-28,10.0
Trips,Grades 6-8,highest poverty,IL,2009-12-16,100.0
Other,Grades PreK-2,highest poverty,NY,2011-07-25,25.0
Trips,Grades 9-12,highest poverty,CA,2013-10-04,150.0
Technology,Grades 3-5,moderate poverty,NC,2012-10-14,20.0
Supplies,Grades 9-12,high poverty,TX,2008-08-03,10.0
Books,Grades 9-12,highest poverty,NY,2013-05-20,75.0
Supplies,Grades PreK-2,moderate poverty,CA,2012-09-29,25.0
Technology,Grades 6-8,highest poverty,CA,2013-01-07,25.0
Technology,Grades PreK-2,moderate poverty,FL,2011-03-27,25.0
Supplies,Grades 9-12,highest poverty,IL,2011-10-12,25.0
Technology,Grades PreK-2,moderate poverty,IN,2009-11-20,25.0
Books,Grades PreK-2,highest poverty,TX,2013-07-07,1015.73
Technology,Grades PreK-2,highest poverty,CA,2012-01-21,15.0
Technology,Grades PreK-2,highest poverty,NY,2009-10-17,10.0
Technology,Grades 3-5,highest poverty,TX,2010-03-12,5.0
Technology,Grades 3-5,highest poverty,TN,2011-04-03,10.0
Technology,Grades PreK-2,moderate poverty,NE,2013-01-25,50.0
Technology,Grades 9-12,highest poverty,PA,2011-09-25,50.0
Supplies,Grades PreK-2,highest poverty,OK,2010-03-02,10.0
Technology,Grades PreK-2,moderate poverty,FL,2013-02-15,50.0
Books,Grades PreK-2,high poverty,CA,2013-12-28,25.0
Supplies,Grades PreK-2,highest poverty,CA,2012-01-15,15.0
Books,Grades 9-12,highest poverty,WA,2010-01-26,15.0
Books,Grades 6-8,highest poverty,NY,2012-01-13,20.0
Other,Grades PreK-2,highest poverty,OK,2011-09-04,25.0
Other,Grades PreK-2,moderate poverty,TN,2013-06-08,10.0
Supplies,Grades 6-8,low poverty,WI,2011-10-23,25.0
Books,Grades 3-5,high poverty,ME,2012-07-24,69.67
Other,Grades PreK-2,moderate poverty,NC,2012-08-09,30.0
Supplies,Grades PreK-2,high poverty,LA,2008-04-22,25.0
Supplies,Grades PreK-2,highest poverty,FL,2013-08-09,10.0
Supplies,Grades PreK-2,high poverty,CA,2011-07-28,4.0
Technology,Grades 9-12,moderate poverty,CA,2012-12-15,25.0
Other,Grades PreK-2,highest poverty,TX,2013-03-26,5.0
Supplies,Grades 6-8,highest poverty,CA,2011-03-01,29.44
Supplies,Grades 9-12,highest poverty,NJ,2012-10-21,20.0
Other,Grades PreK-2,highest poverty,CA,2013-09-18,240.99
Books,Grades 9-12,high poverty,OR,2013-05-05,25.0
Supplies,Grades 3-5,highest poverty,IL,2013-12-17,2.0
Technology,Grades 9-12,high poverty,CA,2013-09-16,100.0
Technology,Grades 3-5,highest poverty,FL,2010-10-10,35.0
Technology,Grades 6-8,highest poverty,TN,2011-03-28,9.0
Supplies,Grades 9-12,high poverty,OR,2013-02-10,41.41
Supplies,Grades 6-8,high poverty,CA,2012-01-29,15.0
Supplies,Grades 3-5,high poverty,OK,2007-12-10,235.0
Technology,Grades PreK-2,highest poverty,CA,2012-01-15,5.0
Technology,Grades PreK-2,highest poverty,NY,2012-03-05,107.92
Supplies,Grades PreK-2,high poverty,WA,2011-10-01,10.0
Supplies,Grades 9-12,highest poverty,ID,2010-09-06,21.0
Technology,Grades PreK-2,high poverty,NH,2013-05-12,50.0
Technology,Grades 3-5,highest poverty,AZ,2013-06-30,203.94
Supplies,Grades 6-8,highest poverty,CA,2012-07-28,17.79
Other,Grades PreK-2,highest poverty,TX,2011-12-26,25.0
Supplies,Grades 3-5,highest poverty,MO,2011-08-20,50.0
Technology,Grades 6-8,moderate poverty,TN,2011-04-10,70.0
Supplies,Grades 3-5,highest poverty,CA,2006-08-17,680.77
Technology,Grades PreK-2,highest poverty,MD,2012-10-27,25.0
Books,Grades 9-12,highest poverty,IL,2008-12-11,30.0
Technology,Grades 3-5,highest poverty,CA,2011-12-08,15.0
Technology,Grades PreK-2,highest poverty,MS,2010-10-01,15.0
Technology,Grades 6-8,highest poverty,CA,2012-01-15,15.0
Technology,Grades 3-5,highest poverty,TN,2012-01-01,500.0
Technology,Grades 6-8,highest poverty,NY,2009-09-27,25.0
Books,Grades PreK-2,high poverty,CO,2011-09-18,25.0
Books,Grades 6-8,highest poverty,IL,2013-05-12,377.42
Other,Grades PreK-2,high poverty,MI,2013-03-01,25.0
Other,Grades PreK-2,highest poverty,TX,2013-11-17,20.0
Technology,Grades PreK-2,moderate poverty,OH,2013-06-13,25.0
Supplies,Grades 3-5,highest poverty,TN,2011-03-24,10.0
Supplies,Grades PreK-2,highest poverty,DC,2009-12-18,140.59
Other,Grades 3-5,high poverty,MO,2011-02-12,25.0
Technology,Grades PreK-2,moderate poverty,AR,2012-10-23,455.48
Supplies,Grades 6-8,highest poverty,DC,2013-08-05,25.0
Supplies,Grades 6-8,highest poverty,CA,2008-09-12,7.76
Books,Grades 3-5,high poverty,AZ,2013-07-12,1.0
Supplies,Grades PreK-2,highest poverty,NC,2011-07-07,1.0
Supplies,Grades PreK-2,highest poverty,CA,2011-12-02,15.0
Supplies,Grades 6-8,highest poverty,NY,2011-12-06,412.99
Supplies,Grades 3-5,moderate poverty,IA,2011-09-29,489.39
Other,Grades 3-5,moderate poverty,FL,2011-02-02,25.0
Other,Grades PreK-2,moderate poverty,IL,2012-11-18,5.0
Other,Grades 3-5,highest poverty,IL,2007-07-30,100.0
Supplies,Grades 6-8,high poverty,VA,2012-01-10,16.79
Technology,Grades 9-12,low poverty,MO,2011-07-15,1.0
Technology,Grades 9-12,highest poverty,AL,2010-09-26,3.0
Books,Grades 3-5,highest poverty,GA,2013-11-25,10.0
Technology,Grades 3-5,highest poverty,CA,2008-08-03,100.0
Supplies,Grades PreK-2,high poverty,FL,2011-04-03,25.0
Books,Grades 3-5,moderate poverty,MI,2010-12-16,15.0
Supplies,Grades PreK-2,moderate poverty,CA,2011-12-12,15.0
Other,Grades PreK-2,moderate poverty,FL,2013-04-19,50.0
Technology,Grades 9-12,highest poverty,NY,2009-10-27,549.38
Technology,Grades 3-5,high poverty,CA,2011-11-26,15.0
Books,Grades 6-8,highest poverty,IN,2010-09-26,32.53
Technology,Grades 9-12,highest poverty,DC,2011-12-05,30.0
Books,Grades PreK-2,highest poverty,UT,2012-02-19,25.0
Technology,Grades 3-5,highest poverty,NJ,2013-02-11,10.0
Books,Grades 3-5,moderate poverty,FL,2010-12-21,15.0
Supplies,Grades PreK-2,highest poverty,NY,2012-07-16,10.0
Other,Grades 9-12,highest poverty,NY,2013-04-22,20.0
Supplies,Grades PreK-2,highest poverty,NC,2006-07-24,120.41
Supplies,Grades 3-5,moderate poverty,CA,2013-09-07,1.0
Technology,Grades PreK-2,highest poverty,GA,2012-05-30,10.0
Supplies,Grades 3-5,moderate poverty,WA,2011-10-06,10.0
Technology,Grades 3-5,high poverty,TX,2013-02-14,50.0
Technology,Grades 9-12,highest poverty,CA,2013-09-10,10.0
Technology,Grades 9-12,high poverty,CA,2012-10-23,10.0
Trips,Grades PreK-2,high poverty,NY,2012-03-26,5.0
Supplies,Grades 9-12,high poverty,NC,2013-09-12,10.0
Supplies,Grades 3-5,highest poverty,FL,2010-10-12,1.0
Other,Grades PreK-2,moderate poverty,LA,2013-10-08,563.0
Technology,Grades PreK-2,high poverty,VA,2013-09-23,73.79
Books,Grades PreK-2,highest poverty,SD,2010-09-29,30.0
Supplies,Grades 3-5,high poverty,CA,2011-12-29,15.0
Supplies,Grades 9-12,highest poverty,AR,2011-10-02,265.57
Other,Grades PreK-2,moderate poverty,WA,2012-09-30,101.32
Books,Grades PreK-2,highest poverty,CA,2010-09-09,15.0
Other,Grades PreK-2,moderate poverty,NY,2009-08-14,25.0
Books,Grades 9-12,highest poverty,CA,2013-06-09,10.0
Other,Grades 9-12,highest poverty,CA,2012-02-01,46.04
Supplies,Grades PreK-2,moderate poverty,MA,2010-08-07,75.0
Supplies,Grades PreK-2,highest poverty,FL,2009-01-04,100.0
Books,Grades 9-12,highest poverty,CA,2009-01-19,50.0
Technology,Grades PreK-2,highest poverty,CA,2012-01-17,10.0
Supplies,Grades PreK-2,high poverty,OK,2013-10-06,514.2
Books,Grades 3-5,highest poverty,CA,2007-09-07,416.0
Supplies,Grades 9-12,high poverty,FL,2010-12-04,10.0
Other,Grades PreK-2,high poverty,KY,2008-03-11,15.0
Supplies,Grades 6-8,highest poverty,CA,2012-01-29,10.0
Technology,Grades 3-5,high poverty,HI,2013-10-18,25.0
Supplies,Grades 3-5,low poverty,TX,2012-12-04,16.53
Technology,Grades 3-5,moderate poverty,IL,2013-11-14,25.0
Technology,Grades 9-12,highest poverty,NY,2013-09-16,50.0
Supplies,Grades 3-5,moderate poverty,PA,2011-10-10,50.0
Supplies,Grades 6-8,high poverty,CA,2010-09-09,15.0
Supplies,Grades PreK-2,highest poverty,IL,2006-04-30,227.04
Supplies,Grades 3-5,highest poverty,VA,2012-11-21,20.0
Other,Grades PreK-2,moderate poverty,NC,2012-12-14,25.0
Technology,Grades PreK-2,highest poverty,FL,2010-11-03,20.0
Other,Grades PreK-2,highest poverty,CA,2013-06-16,1.0
Technology,Grades PreK-2,moderate poverty,TX,2013-01-26,20.0
Technology,Grades 9-12,high poverty,CA,2012-01-23,15.0
Supplies,Grades PreK-2,highest poverty,NC,2011-10-07,100.0
Technology,Grades PreK-2,highest poverty,TN,2011-12-07,35.0
Technology,Grades 3-5,highest poverty,CA,2012-01-14,10.0
Supplies,Grades 3-5,high poverty,NY,2013-09-29,82.49
Books,Grades 3-5,highest poverty,IA,2013-08-20,1.0
Books,Grades 6-8,high poverty,AZ,2011-11-20,10.0
Supplies,Grades 6-8,moderate poverty,PA,2012-10-22,50.0
Technology,Grades PreK-2,high poverty,FL,2011-04-15,5.0
Technology,Grades PreK-2,high poverty,NV,2011-12-08,50.0
Supplies,Grades 3-5,highest poverty,NC,2013-01-28,25.0
Books,Grades 3-5,highest poverty,OR,2010-08-18,18.0
Supplies,Grades 3-5,highest poverty,NC,2013-08-30,10.0
Supplies,Grades 6-8,highest poverty,FL,2013-11-19,2.0
Books,Grades 6-8,high poverty,OK,2013-12-14,30.0
Technology,Grades PreK-2,highest poverty,MD,2013-08-25,20.0
Technology,Grades 9-12,high poverty,CA,2013-07-09,449.33
Technology,Grades PreK-2,moderate poverty,CA,2011-12-05,15.0
Technology,Grades PreK-2,highest poverty,CA,2007-11-04,100.0
Supplies,Grades 3-5,highest poverty,FL,2011-03-29,10.0
Supplies,Grades PreK-2,moderate poverty,WA,2012-06-21,20.0
Books,Grades PreK-2,low poverty,NC,2012-07-24,71.18
Supplies,Grades 9-12,highest poverty,OK,2011-02-02,3.0
Supplies,Grades PreK-2,low poverty,TX,2012-11-06,10.0
Technology,Grades PreK-2,high poverty,IN,2013-10-07,50.0
Supplies,Grades 3-5,high poverty,FL,2013-09-26,50.0
Books,Grades 3-5,highest poverty,OR,2012-04-21,118.66
Supplies,Grades PreK-2,highest poverty,IN,2008-04-21,271.0
Technology,Grades 3-5,highest poverty,NC,2012-12-08,275.0
Technology,Grades 3-5,highest poverty,CA,2010-12-23,20.0
Books,Grades 3-5,highest poverty,NY,2010-12-19,264.18
Technology,Grades PreK-2,high poverty,HI,2013-09-04,100.0
Books,Grades 3-5,moderate poverty,WA,2011-10-02,236.96
Supplies,Grades PreK-2,highest poverty,NY,2011-01-24,25.0
Other,Grades 3-5,highest poverty,NJ,2011-09-23,3.0
Supplies,Grades PreK-2,highest poverty,MO,2013-01-14,1.0
Books,Grades 3-5,moderate poverty,VA,2010-12-07,15.0
Supplies,Grades PreK-2,highest poverty,CA,2013-08-31,100.0
Technology,Grades PreK-2,highest poverty,CA,2012-01-15,15.0
Technology,Grades 6-8,highest poverty,CA,2012-01-20,25.0
Books,Grades 6-8,highest poverty,MA,2013-10-28,10.0
Other,Grades PreK-2,high poverty,ME,2013-06-29,23.0
Books,Grades PreK-2,highest poverty,CA,2013-06-26,100.0
Supplies,Grades PreK-2,high poverty,OK,2010-08-02,70.92
Technology,Grades PreK-2,high poverty,CA,2010-07-20,18.32
Supplies,Grades 3-5,high poverty,CA,2010-03-17,38.51
Supplies,Grades 3-5,high poverty,NC,2012-07-04,15.0
Other,Grades PreK-2,high poverty,FL,2011-01-22,259.26
Other,Grades PreK-2,highest poverty,NJ,2009-02-22,25.0
Books,Grades 9-12,highest poverty,PA,2012-03-11,5.0
Supplies,Grades 3-5,highest poverty,PA,2013-09-08,10.0
Supplies,Grades 9-12,high poverty,TX,2010-12-06,481.79
Supplies,Grades 9-12,high poverty,NJ,2008-09-16,83.5
Technology,Grades PreK-2,high poverty,IL,2013-09-16,50.0
Books,Grades 3-5,high poverty,NC,2009-11-26,25.0
Other,Grades PreK-2,highest poverty,MI,2011-08-08,25.0
Books,Grades 3-5,highest poverty,GA,2012-10-23,24.48
Technology,Grades 6-8,highest poverty,IL,2013-11-27,88.73
Supplies,Grades 6-8,highest poverty,NC,2013-01-21,25.0
Technology,Grades 3-5,low poverty,CA,2012-02-19,100.0
Books,Grades 6-8,moderate poverty,CA,2010-12-12,15.0
Supplies,Grades PreK-2,highest poverty,NC,2013-01-27,50.0
Supplies,Grades PreK-2,low poverty,CA,2013-10-05,50.0
Technology,Grades 9-12,highest poverty,CA,2013-09-23,20.0
Supplies,Grades 3-5,highest poverty,MO,2013-04-12,45.9
Technology,Grades 6-8,highest poverty,CA,2012-01-21,15.0
Technology,Grades 6-8,high poverty,NC,2010-12-12,20.0
Technology,Grades 3-5,highest poverty,FL,2013-08-23,125.0
Technology,Grades 3-5,high poverty,ME,2010-11-17,5.0
Supplies,Grades PreK-2,highest poverty,IN,2011-06-30,48.13
Supplies,Grades PreK-2,highest poverty,NY,2010-12-13,5.0
Supplies,Grades 6-8,moderate poverty,UT,2012-01-30,10.0
Books,Grades 3-5,highest poverty,MD,2013-09-08,100.0
Supplies,Grades PreK-2,highest poverty,OK,2011-12-28,25.0
Technology,Grades PreK-2,highest poverty,MA,2013-02-19,50.0
Supplies,Grades 9-12,highest poverty,NJ,2010-09-18,10.0
Books,Grades 3-5,high poverty,NY,2010-07-08,25.0
Books,Grades 3-5,low poverty,NV,2010-09-29,8.13
Technology,Grades PreK-2,moderate poverty,MD,2013-07-29,40.0
Books,Grades 9-12,highest poverty,GA,2013-02-27,1.0
Other,Grades PreK-2,highest poverty,NY,2012-11-03,10.0
Technology,Grades PreK-2,highest poverty,TX,2009-02-22,359.51
Technology,Grades 3-5,highest poverty,MD,2010-08-02,3.0
Technology,Grades PreK-2,high poverty,OH,2013-07-26,75.0
Supplies,Grades PreK-2,highest poverty,AK,2013-08-18,10.0
Supplies,Grades 9-12,highest poverty,NY,2012-10-07,10.0
Technology,Grades PreK-2,high poverty,CA,2012-12-12,1.5
Technology,Grades PreK-2,high poverty,CA,2010-12-21,25.0
Supplies,Grades 3-5,highest poverty,NV,2010-01-08,45.0
Technology,Grades 9-12,highest poverty,IL,2013-04-21,374.58
Supplies,Grades PreK-2,moderate poverty,UT,2013-05-26,1.0
Supplies,Grades 3-5,highest poverty,CA,2008-02-28,101.18
Technology,Grades 3-5,highest poverty,TN,2011-04-12,10.0
Books,Grades 9-12,high poverty,MI,2013-09-03,20.0
Books,Grades 6-8,highest poverty,NY,2013-11-18,43.78
Books,Grades PreK-2,high poverty,LA,2010-10-12,47.0
Supplies,Grades 3-5,highest poverty,IN,2009-02-10,25.0
Supplies,Grades 6-8,highest poverty,FL,2013-11-08,1.0
Technology,Grades 9-12,high poverty,WA,2009-10-01,25.0
Technology,Grades 9-12,highest poverty,MD,2010-08-15,0.17
Supplies,Grades PreK-2,moderate poverty,NC,2013-11-15,54.82
Books,Grades PreK-2,high poverty,CA,2013-11-21,20.0
Books,Grades PreK-2,highest poverty,SD,2009-08-24,255.75
Books,Grades 3-5,highest poverty,CA,2007-12-17,214.12
Supplies,Grades 3-5,highest poverty,GA,2012-09-09,1.0
Books,Grades PreK-2,highest poverty,CA,2012-01-20,10.0
Technology,Grades 9-12,highest poverty,DC,2011-11-13,10.0
Supplies,Grades PreK-2,highest poverty,TN,2011-08-30,5.0
Books,Grades PreK-2,highest poverty,TN,2011-04-07,25.0
Supplies,Grades PreK-2,high poverty,IN,2008-11-06,0.74
Technology,Grades 6-8,high poverty,CA,2012-01-28,10.0
Other,Grades 6-8,highest poverty,WI,2012-08-24,15.0
Supplies,Grades PreK-2,high poverty,CA,2012-01-15,10.0
Technology,Grades PreK-2,highest poverty,TN,2011-04-05,25.0
Supplies,Grades 6-8,highest poverty,IN,2008-08-17,75.18
Books,Grades 6-8,highest poverty,TX,2013-08-19,50.0
Supplies,Grades PreK-2,highest poverty,IA,2009-12-10,25.0
Other,Grades 3-5,high poverty,UT,2008-10-19,100.0
Supplies,Grades 3-5,highest poverty,ID,2013-07-06,200.0
Supplies,Grades PreK-2,high poverty,UT,2012-03-17,10.0
Technology,Grades 9-12,highest poverty,MI,2009-08-29,5.0
Supplies,Grades 9-12,highest poverty,LA,2013-08-01,20.0
Supplies,Grades 6-8,highest poverty,LA,2010-02-18,25.0
Trips,Grades 3-5,highest poverty,NY,2010-01-22,25.0
Supplies,Grades 3-5,highest poverty,PA,2012-09-01,97.63
Technology,Grades PreK-2,highest poverty,OK,2010-02-22,10.0
Other,Grades 3-5,highest poverty,CA,2011-01-16,100.0
Other,Grades PreK-2,highest poverty,AK,2013-08-11,25.0
Technology,Grades PreK-2,highest poverty,TN,2010-09-02,10.0
Other,Grades PreK-2,highest poverty,MO,2011-08-21,25.0
Technology,Grades 3-5,high poverty,NY,2013-05-07,50.0
Technology,Grades 6-8,moderate poverty,PA,2010-10-26,3.0
Supplies,Grades PreK-2,highest poverty,NY,2011-06-11,320.81
Books,Grades 3-5,highest poverty,OR,2010-03-15,1.0
Technology,Grades PreK-2,moderate poverty,FL,2013-04-28,527.05
Supplies,Grades PreK-2,high poverty,NY,2012-04-14,50.0
Supplies,Grades 3-5,low poverty,FL,2011-03-21,10.0
Trips,Grades 6-8,highest poverty,CA,2013-08-26,20.0
Books,Grades 3-5,highest poverty,GA,2011-03-06,25.0
Technology,Grades 3-5,high poverty,NC,2013-04-12,50.0
Supplies,Grades 3-5,highest poverty,IL,2013-06-02,10.0
Other,Grades 3-5,highest poverty,FL,2012-10-07,1.0
Technology,Grades 3-5,low poverty,CT,2008-05-13,17.94
Supplies,Grades 3-5,highest poverty,CA,2011-01-04,10.0
Technology,Grades PreK-2,highest poverty,CA,2012-01-07,10.0
Trips,Grades 9-12,highest poverty,SC,2013-10-09,25.0
Supplies,Grades 9-12,highest poverty,NY,2009-09-08,76.57
Technology,Grades PreK-2,moderate poverty,PA,2012-02-04,5.0
Books,Grades 9-12,high poverty,TX,2013-09-14,50.0
Books,Grades 9-12,highest poverty,KY,2010-08-30,27.5
Books,Grades 3-5,highest poverty,WI,2009-08-07,100.0
Technology,Grades PreK-2,highest poverty,CA,2013-04-21,10.0
Supplies,Grades 6-8,highest poverty,TX,2007-02-19,25.0
Technology,Grades PreK-2,low poverty,CA,2013-11-27,100.0
Books,Grades PreK-2,highest poverty,TN,2011-02-06,25.0
Technology,Grades 9-12,high poverty,FL,2011-01-30,15.0
